Genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,geneID
Down-regulated,GO:0034032,purine nucleoside bisphosphate metabolic process,35/1538,123/16344,1.3862576049651347e-9,2.1055712733192657e-7,PPCS/DCAKD/PDHX/TECR/ABHD14B/MCCC2/PMVK/TPST1/PAPSS2/SLC25A16/MPC2/MCEE/NUDT19/SLC26A1/ACAT1/PIPOX/SULT1A1/ACOT2/HMGCS2/ACACB/ACSS2/ENPP1/BAAT/PDK4/DGAT1/ACSM2B/GCDH/GLYAT/SULT1A2/AASS/ACSM3/AADAT/SULT1A4/DGAT2/SULT1E1
Down-regulated,GO:0030258,lipid modification,49/1538,210/16344,1.5731376284768338e-9,2.3248423114895476e-7,ADIPOR1/AKT2/ECHS1/ADH5/MTMR10/SLC25A17/PLPP3/AMACR/CRAT/ECH1/PEX5/SESN2/EHHADH/IVD/ACADM/ECI2/DECR2/ACAD11/MTM1/ECI1/ACADL/HADH/PHYH/ACAA2/EPHX2/IRS1/ACAT2/ACAT1/SCP2/ACAA1/HAO1/ACACB/HSD17B10/PDK4/MTMR4/CYP4V2/ACOX2/ABCG1/ETFBKMT/GCDH/ACADS/ECHDC2/CYP3A4/HAO2/LCAT/ADH4/CYP2E1/DGAT2/SOAT2
Down-regulated,GO:0016125,sterol metabolic process,38/1538,145/16344,3.5853456502162e-9,5.159123688258468e-7,FDX1/PMVK/CYP27A1/ERG28/RXRA/NPC1L1/ACADL/CES1/ACAA2/EPHX2/CYP2C9/SC5D/HMGCS2/NR0B2/CYP51A1/CEBPA/SOD1/EBP/CYP4V2/FAXDC2/FDPS/SREBF1/ABCG1/PON1/TM7SF2/TSKU/SEC14L2/EBPL/LIPC/LSS/CAT/CYP3A4/LCAT/CETP/DGAT2/SOAT2/AKR1D1/CYP26A1
Down-regulated,GO:0006720,isoprenoid metabolic process,32/1538,110/16344,3.826650511934556e-9,5.365160256220039e-7,DHRS3/ADH5/PMVK/RARRES2/ALDH3A2/RBP4/PECR/ALDH8A1/ADH1C/PHYH/CYP2C9/AKR1C1/HMGCS2/ADH1A/CYP2C18/CYP4V2/DGAT1/FDPS/AKR1C4/DHRS4L2/DHRS4/LRAT/LSS/CYP3A4/TTR/ADH6/ADH1B/ADH4/CYP2E1/DGAT2/CYP26A1/CYP2C19
Down-regulated,GO:0006544,glycine metabolic process,11/1538,15/16344,4.7326817718791915e-9,6.469575982158854e-7,SHMT2/DHFR2/DHFR/GCSH/PHGDH/AMT/SHMT1/BAAT/RIDA/GLYAT/GCAT
Down-regulated,GO:0006081,cellular aldehyde metabolic process,23/1538,63/16344,4.859536800019151e-9,6.480962737196272e-7,AKR1A1/ESD/PNPO/AKR7A2/ADH5/HYI/ALDH9A1/GRHPR/ALDH3A2/HAGH/GLO1/ALDH8A1/BMP6/IDH1/AKR1C1/GLYCTK/ALDH2/ALDH7A1/DHRS4L2/DHRS4/HOGA1/ADH4/CACNA1H
Down-regulated,GO:0006694,steroid biosynthetic process,40/1538,160/16344,6.142770396419364e-9,7.997302030385973e-7,FDX1/HINT2/OSBPL9/AMACR/PMVK/FGFR4/CYP27A1/PROX1/ERG28/NPC1L1/CES1/BMP6/ACAA2/SIRT1/HSD17B8/SCP2/SC5D/HMGCS2/CYP51A1/SOD1/HSD17B10/BAAT/EBP/HSD17B6/ARMC5/FAXDC2/FDPS/SREBF1/ABCG1/SLC27A5/TM7SF2/AKR1C4/SEC14L2/LSS/CYP3A4/OSBPL6/SRD5A2/AKR1D1/CACNA1H/NR5A1
Down-regulated,GO:0034754,cellular hormone metabolic process,35/1538,130/16344,6.886643567341426e-9,8.757248145633237e-7,STAT5B/DHRS3/RBP4/UGT2B15/UGT2B4/ALDH8A1/ADH1C/BMP6/HSD17B8/CYP2C9/AKR1C1/SULT1A1/ADH1A/HSD17B10/CYP2C18/HSD17B6/DGAT1/UGT2B7/ESR1/AKR1C4/DHRS4/LRAT/CYP3A4/TTR/ADH6/ADH1B/ADH4/SRD5A2/DGAT2/SULT1E1/AKR1D1/CACNA1H/CYP26A1/UGT2B17/DHRS2
Down-regulated,GO:0072521,purine-containing compound metabolic process,74/1538,399/16344,8.969456602462266e-9,1.114658834142356e-6,TJP2/PPCS/DCAKD/PDHX/PDE8A/TECR/FLCN/AK3/ZBTB20/ABHD14B/MCCC2/PAICS/PMVK/TPST1/AMPD2/ARNT/NUPR1/PAPSS2/NUDT16/AK4/SHMT2/ENTPD5/SLC25A16/MPC2/MCEE/DNPH1/NUDT19/SLC25A13/PDE2A/PFKFB1/DPYD/PRPSAP1/SLC26A1/ADK/PRPS1/ACAT1/MTHFD1/PIPOX/SULT1A1/ALDOB/ACOT2/ADAL/HMGCS2/PKLR/ACACB/ACSS2/GPD1/MACROD1/LRRK2/ENPP1/SHMT1/BAAT/PDK4/DHTKD1/PGM1/DGAT1/ACSM2B/PNP/GCDH/GLYAT/SULT1A2/TTR/AASS/ACSM3/AADAT/GALK1/SULT1A4/ENO3/DGAT2/SULT1E1/ADCY1/GCK/GNMT/PGAM2
Down-regulated,GO:0044242,cellular lipid catabolic process,48/1538,217/16344,1.4539002837932496e-8,1.7303418153802612e-6,"NAGA/AKT2/ECHS1/PNPLA8/GDE1/SLC25A17/AMACR/CRAT/ECH1/PEX5/AIG1/SORL1/SESN2/EHHADH/IVD/ACADM/PRDX6/MCEE/NUDT19/ECI2/APOC3/DECR2/ACAD11/ECI1/ACADL/HADH/PHYH/ACAA2/IDH1/IRS1/ACAT2/ACAT1/SCP2/ACAA1/HAO1/ACACB/HSD17B10/GBA3/ACOX2/ETFBKMT/GCDH/PCK2/ACADS/ECHDC2/LIPC/ABHD1/NEU4/CYP26A1"
Down-regulated,GO:0042180,cellular ketone metabolic process,45/1538,197/16344,1.4556642923828094e-8,1.7303418153802612e-6,STAT5B/AKR1A1/AKT2/COQ8A/AKR7A2/AFMID/FGFR4/KYNU/PROX1/HAGH/GLO1/CBR4/ALDH8A1/APOC3/SIRT5/ACADL/CES1/BMP6/SIRT1/IRS1/AKR1C1/VKORC1L1/CYP4F3/ACACB/RGN/GPD1/CYP4F11/HSD17B10/PDK4/HSD17B6/NR1H3/SREBF1/ETFBKMT/AKR1C4/DHRS4/COQ10A/SLC45A3/BHMT/ADH4/AADAT/BRCA1/SRD5A2/DGAT2/IDO2/CACNA1H
Down-regulated,GO:0010817,regulation of hormone levels,82/1538,465/16344,1.5572656061975776e-8,1.8117294329124156e-6,RAF1/STAT5B/SNX4/DHRS3/FDX1/JAGN1/ENSA/SMAD4/SLC9B2/HMGN3/ACVR2B/ARNT/ALDH9A1/CTSL/PAPSS2/HPN/MPC2/RBP4/ENPEP/UGT2B15/CPQ/RPH3AL/UGT2B4/ALDH8A1/ABAT/MYRIP/ADH1C/SLC16A2/TFR2/HADH/TRPM4/BMP6/DPP4/EIPR1/HSD17B8/IRS1/CYP2C9/AKR1C1/SLCO1B1/SULT1A1/NR0B2/TBX3/VSNL1/PER2/ADH1A/IYD/HSD17B10/CYP2C18/HSD17B6/DGAT1/SREBF1/SYT9/UGT2B7/GLUD1/ESR1/PCK2/GHR/AKR1C4/DHRS4/PPP3CA/LRAT/SCG5/CYP3A4/TTR/ADH6/GPER1/ADH1B/ADH4/ACVR1C/BCHE/SRD5A2/DGAT2/SULT1E1/GCK/CPLX1/AKR1D1/CACNA1H/SLC16A10/CYP26A1/UGT2B17/DHRS2/NR5A1
Down-regulated,GO:0019693,ribose phosphate metabolic process,71/1538,383/16344,1.8311352842720346e-8,2.0859682779998928e-6,TJP2/PPCS/DCAKD/PDHX/PDE8A/UCK1/TECR/FLCN/AK3/ZBTB20/ABHD14B/MCCC2/PAICS/PMVK/TPST1/AMPD2/ARNT/NUPR1/PAPSS2/NUDT16/AK4/ENTPD5/SLC25A16/MPC2/MCEE/NUDT19/SLC25A13/PDE2A/PFKFB1/DPYD/PRPSAP1/CTPS1/SLC26A1/ADK/PRPS1/CDA/UPB1/ACAT1/PIPOX/SULT1A1/ALDOB/ACOT2/HMGCS2/PKLR/ACACB/ACSS2/GPD1/LRRK2/ENPP1/DPYS/BAAT/PDK4/DHTKD1/PGM1/DGAT1/ACSM2B/PNP/GCDH/GLYAT/SULT1A2/AASS/ACSM3/AADAT/GALK1/SULT1A4/ENO3/DGAT2/SULT1E1/ADCY1/GCK/PGAM2
Down-regulated,GO:0033013,tetrapyrrole metabolic process,22/1538,63/16344,2.6929631921505462e-8,3.005127088710038e-6,MMADHC/LMBRD1/ABCB10/UROD/ATP5IF1/TMEM14B/CLYBL/SLC46A1/COX15/PGRMC1/SLC25A38/MMAB/SLCO1B1/CPOX/AMBP/HMOX1/ALAD/TMEM14A/BLVRB/ABCB6/UGT1A4/SLCO1B3
Down-regulated,GO:0042168,heme metabolic process,18/1538,44/16344,2.8748535933914638e-8,3.143939889732905e-6,ABCB10/UROD/ATP5IF1/TMEM14B/SLC46A1/COX15/PGRMC1/SLC25A38/SLCO1B1/CPOX/AMBP/HMOX1/ALAD/TMEM14A/BLVRB/ABCB6/UGT1A4/SLCO1B3
Down-regulated,GO:0009259,ribonucleotide metabolic process,69/1538,374/16344,3.539054644550289e-8,3.7944217247845063e-6,TJP2/PPCS/DCAKD/PDHX/PDE8A/UCK1/TECR/FLCN/AK3/ZBTB20/ABHD14B/MCCC2/PAICS/PMVK/TPST1/AMPD2/ARNT/NUPR1/PAPSS2/NUDT16/AK4/ENTPD5/SLC25A16/MPC2/MCEE/NUDT19/SLC25A13/PDE2A/PFKFB1/DPYD/CTPS1/SLC26A1/ADK/CDA/UPB1/ACAT1/PIPOX/SULT1A1/ALDOB/ACOT2/HMGCS2/PKLR/ACACB/ACSS2/GPD1/LRRK2/ENPP1/DPYS/BAAT/PDK4/DHTKD1/PGM1/DGAT1/ACSM2B/PNP/GCDH/GLYAT/SULT1A2/AASS/ACSM3/AADAT/GALK1/SULT1A4/ENO3/DGAT2/SULT1E1/ADCY1/GCK/PGAM2
Down-regulated,GO:1902652,secondary alcohol metabolic process,35/1538,139/16344,4.429034822413335e-8,4.657300463260791e-6,FDX1/PMVK/CYP27A1/RXRA/NPC1L1/ACADL/CES1/ACAA2/EPHX2/IDH1/CYP2C9/SC5D/HMGCS2/NR0B2/CYP51A1/CEBPA/SOD1/EBP/FDPS/SREBF1/ABCG1/PON1/UGT1A4/TM7SF2/TSKU/SEC14L2/LIPC/LSS/CAT/CYP3A4/LCAT/CETP/DGAT2/SOAT2/AKR1D1
Down-regulated,GO:0010038,response to metal ion,63/1538,332/16344,4.759109926785357e-8,4.909964732011761e-6,CUTA/SUMO1/ATP7B/CALM3/CDKN1B/SERPINF1/MTTP/MAPK8/LGMN/SLC30A10/BACE1/VCAM1/MAOB/AQP9/ABAT/SLC25A13/CLIC4/BNIP3/TFR2/SLC1A1/ARG1/BMP6/EGFR/CAMK2D/SLC13A5/CPOX/HMGCS2/PKLR/LRRK2/CEBPA/HMOX1/GCLC/SOD1/ALAD/KHK/SLC6A1/SYT9/ABCB6/ASS1/PPIF/PPP3CA/SYT1/HAAO/CAT/PKD2/ADGRV1/SORD/LCAT/MT2A/MT1A/MT1E/SLC34A1/ADCY1/MT1X/CACNA1H/CAPN3/HAMP/MT1M/MT1F/MT1G/PGAM2/MT1H/CPNE6
Down-regulated,GO:0006067,ethanol metabolic process,12/1538,21/16344,6.063328358793271e-8,6.139681382570667e-6,ADH5/ADH1C/SULT1A1/ACSS2/ADH1A/ALDH2/SULT1A2/ADH6/ADH1B/ADH4/SULT1A4/SULT1E1
Down-regulated,GO:0006767,water-soluble vitamin metabolic process,21/1538,61/16344,7.392429565647811e-8,7.349419066356769e-6,AASDHPPT/MMADHC/LMBRD1/AKR1A1/PNPO/CLYBL/SLC46A1/SHMT2/SLC23A1/BTD/DHFR2/DHFR/MMAB/RGN/FPGS/GCLC/SHMT1/MTHFS/SLC19A2/PSAT1/SLC52A1
Down-regulated,GO:0008203,cholesterol metabolic process,33/1538,130/16344,8.666724135926266e-8,8.462437067008004e-6,FDX1/PMVK/CYP27A1/RXRA/NPC1L1/ACADL/CES1/ACAA2/EPHX2/CYP2C9/SC5D/HMGCS2/NR0B2/CYP51A1/CEBPA/SOD1/EBP/FDPS/SREBF1/ABCG1/PON1/TM7SF2/TSKU/SEC14L2/LIPC/LSS/CAT/CYP3A4/LCAT/CETP/DGAT2/SOAT2/AKR1D1
Down-regulated,GO:0042558,pteridine-containing compound metabolic process,15/1538,34/16344,1.2387425238847681e-7,1.18832352993016e-5,AASDHPPT/SLC46A1/SHMT2/DHFR2/DHFR/GCH1/MTHFD1/PIPOX/FPGS/SHMT1/PCBD1/MTHFS/QDPR/ALDH1L1/FOLH1
Down-regulated,GO:0008206,bile acid metabolic process,18/1538,48/16344,1.4145392473347842e-7,1.3109662041401017e-5,OSBPL9/AMACR/FGFR4/CYP27A1/PROX1/CES1/SIRT1/SCP2/AKR1C1/ACAA1/NR5A2/HSD17B10/BAAT/SLC27A5/AKR1C4/OSBPL6/AKR1D1/UGT2A1
Down-regulated,GO:0009066,aspartate family amino acid metabolic process,18/1538,48/16344,1.4145392473347842e-7,1.3109662041401017e-5,AASDHPPT/BHMT2/SLC25A13/MTHFD1/PIPOX/PHGDH/NIT2/RIDA/ASPA/ADI1/ASS1/GCAT/MAT1A/AASS/BHMT/ASPG/AADAT/GNMT
Down-regulated,GO:0015980,energy derivation by oxidation of organic compounds,58/1538,305/16344,1.495964866382002e-7,1.3633226482294646e-5,NDUFB5/GHITM/COX7C/NDUFS1/PPP1CC/COX6A1/CYC1/NDUFB4/SDHB/NDUFV2/NDUFS3/NDUFB6/NDUFA2/NDUFB8/AKT2/SDHC/BLOC1S1/FLCN/NDUFC2/NDUFA5/COX5B/FH/COX7A2L/NDUFB10/MTFR1L/SDHD/NDUFB9/COX15/SIRT3/NUPR1/AK4/SHMT2/ACADM/PHKG2/CHCHD10/SLC25A13/GYS2/BNIP3/ETFRF1/MTFR1/ND3/IDH1/IRS1/AGL/GPD1/PER2/ENPP1/DNAJC15/PHKA1/KHK/DHTKD1/PPIF/CAT/COQ10A/PPP1R3C/PPP1R1A/GCK/GNMT
Down-regulated,GO:0009069,serine family amino acid metabolic process,16/1538,39/16344,1.618951127591496e-7,1.4512171747000491e-5,SHMT2/SERINC5/DHFR2/DHFR/GCSH/DAO/MTHFD1/PHGDH/GCLC/AMT/SHMT1/BAAT/RIDA/GLYAT/GCAT/PSAT1
Down-regulated,GO:1990748,cellular detoxification,29/1538,109/16344,1.7518896567078125e-7,1.545053652077148e-5,PRDX2/GSTK1/AKR1A1/ESD/PRDX5/ADH5/GPX4/PRDX1/APOM/SESN2/ALB/MGST1/PRDX6/DHFR/PRDX3/TXNRD2/GCH1/CCS/TXNRD3/PRXL2A/FANCC/SOD1/ABCG2/MTARC2/ABCB6/GSTZ1/MTARC1/CAT/ADH4
Down-regulated,GO:0008652,cellular amino acid biosynthetic process,23/1538,75/16344,2.0266229340012735e-7,1.7589800322411056e-5,AASDHPPT/SHMT2/BHMT2/SERINC5/DHFR2/DHFR/ABAT/DPYD/PAH/UPB1/MTHFD1/PHGDH/SHMT1/PCBD1/GLUD1/ADI1/ASS1/PSAT1/GLS2/NAGS/AASS/BHMT/OAT
Down-regulated,GO:0016101,diterpenoid metabolic process,24/1538,81/16344,2.2767834746992564e-7,1.945226881196177e-5,DHRS3/ADH5/RARRES2/ALDH3A2/RBP4/PECR/ALDH8A1/ADH1C/AKR1C1/ADH1A/CYP2C18/CYP4V2/DGAT1/AKR1C4/DHRS4L2/DHRS4/LRAT/CYP3A4/TTR/ADH6/ADH1B/ADH4/DGAT2/CYP26A1
Down-regulated,GO:0006760,folic acid-containing compound metabolic process,13/1538,27/16344,2.45059790732626e-7,2.0615183626553828e-5,AASDHPPT/SLC46A1/SHMT2/DHFR2/DHFR/GCH1/MTHFD1/PIPOX/FPGS/SHMT1/MTHFS/ALDH1L1/FOLH1
Down-regulated,GO:0061687,detoxification of inorganic compound,10/1538,16/16344,2.4935298582464816e-7,2.065851706801782e-5,ABCB6/CAT/MT2A/MT1A/MT1E/MT1X/MT1M/MT1F/MT1G/MT1H
Down-regulated,GO:0006163,purine nucleotide metabolic process,67/1538,378/16344,2.6597612542022287e-7,2.170682766862356e-5,TJP2/PPCS/DCAKD/PDHX/PDE8A/TECR/FLCN/AK3/ZBTB20/ABHD14B/MCCC2/PAICS/PMVK/TPST1/AMPD2/ARNT/NUPR1/PAPSS2/NUDT16/AK4/ENTPD5/SLC25A16/MPC2/MCEE/DNPH1/NUDT19/SLC25A13/PDE2A/PFKFB1/PRPSAP1/SLC26A1/ADK/PRPS1/ACAT1/MTHFD1/PIPOX/SULT1A1/ALDOB/ACOT2/HMGCS2/PKLR/ACACB/ACSS2/GPD1/LRRK2/ENPP1/BAAT/PDK4/DHTKD1/PGM1/DGAT1/ACSM2B/PNP/GCDH/GLYAT/SULT1A2/AASS/ACSM3/AADAT/GALK1/SULT1A4/ENO3/DGAT2/SULT1E1/ADCY1/GCK/PGAM2
Down-regulated,GO:0006778,porphyrin-containing compound metabolic process,18/1538,51/16344,4.1020677730812674e-7,3.298545085765936e-5,ABCB10/UROD/ATP5IF1/TMEM14B/SLC46A1/COX15/PGRMC1/SLC25A38/SLCO1B1/CPOX/AMBP/HMOX1/ALAD/TMEM14A/BLVRB/ABCB6/UGT1A4/SLCO1B3
Down-regulated,GO:0071248,cellular response to metal ion,39/1538,178/16344,4.170072876083252e-7,3.304631664699018e-5,SUMO1/CDKN1B/SERPINF1/MAPK8/LGMN/SLC30A10/BACE1/CLIC4/BNIP3/TFR2/SLC1A1/BMP6/EGFR/CAMK2D/SLC13A5/LRRK2/CEBPA/HMOX1/SOD1/ALAD/SYT9/ABCB6/PPIF/SYT1/PKD2/ADGRV1/MT2A/MT1A/MT1E/SLC34A1/ADCY1/MT1X/CACNA1H/CAPN3/MT1M/MT1F/MT1G/MT1H/CPNE6
Down-regulated,GO:0097501,stress response to metal ion,10/1538,17/16344,5.543020937267199e-7,4.329891212139577e-5,SLC30A10/ABCB6/MT2A/MT1A/MT1E/MT1X/MT1M/MT1F/MT1G/MT1H
Down-regulated,GO:0009150,purine ribonucleotide metabolic process,63/1538,356/16344,6.376059736449186e-7,4.910464033648472e-5,TJP2/PPCS/DCAKD/PDHX/PDE8A/TECR/FLCN/AK3/ZBTB20/ABHD14B/MCCC2/PAICS/PMVK/TPST1/AMPD2/ARNT/NUPR1/PAPSS2/NUDT16/AK4/ENTPD5/SLC25A16/MPC2/MCEE/NUDT19/SLC25A13/PDE2A/PFKFB1/SLC26A1/ADK/ACAT1/PIPOX/SULT1A1/ALDOB/ACOT2/HMGCS2/PKLR/ACACB/ACSS2/GPD1/LRRK2/ENPP1/BAAT/PDK4/DHTKD1/PGM1/DGAT1/ACSM2B/PNP/GCDH/GLYAT/SULT1A2/AASS/ACSM3/AADAT/GALK1/SULT1A4/ENO3/DGAT2/SULT1E1/ADCY1/GCK/PGAM2
Down-regulated,GO:0009083,branched-chain amino acid catabolic process,11/1538,21/16344,7.160129510915549e-7,5.437720578567531e-5,HMGCL/ECHS1/MCCC2/IVD/ACAT1/HIBADH/HSD17B10/BCKDHB/DBT/ALDH6A1/ACADSB
Down-regulated,GO:0097237,cellular response to toxic substance,29/1538,117/16344,8.835557206644694e-7,6.595195606613246e-5,PRDX2/GSTK1/AKR1A1/ESD/PRDX5/ADH5/GPX4/PRDX1/APOM/SESN2/ALB/MGST1/PRDX6/DHFR/PRDX3/TXNRD2/GCH1/CCS/TXNRD3/PRXL2A/FANCC/SOD1/ABCG2/MTARC2/ABCB6/GSTZ1/MTARC1/CAT/ADH4
Down-regulated,GO:0072330,monocarboxylic acid biosynthetic process,41/1538,197/16344,8.969447165479334e-7,6.595195606613246e-5,TECR/PNPLA8/GPX4/OSBPL9/AMACR/LIAS/FGFR4/CYP27A1/PROX1/PECR/CBR4/ALDH8A1/APOC3/DECR2/ACADL/CES1/SIRT1/HSD17B8/CYP2C9/SCP2/PKLR/ACACB/RGN/PER2/HSD17B10/BAAT/PDK4/NR1H3/ACSM2B/SLC27A5/AKR1C4/LIPC/CYP3A4/ABHD1/OSBPL6/HOGA1/ACSM3/SLC45A3/BRCA1/CYP2E1/AKR1D1
Down-regulated,GO:0005996,monosaccharide metabolic process,48/1538,247/16344,9.098016241529795e-7,6.595195606613246e-5,RBKS/ADIPOR1/NCOA2/AKR1A1/AKT2/PPP4R3B/MAN2B2/SDHAF3/KAT2B/SESN2/FUOM/ACADM/SLC23A1/RBP4/GALE/MAN2A1/PHKG2/XYLB/SLC25A10/SLC25A13/PFKFB1/GCKR/SIRT1/IRS1/ALDOB/PMM1/ACACB/RGN/GPD1/PER2/ENPP1/GLYCTK/GCLC/PDK4/KHK/PGM1/RORC/PCK2/DCXR/SORD/SLC45A3/GPT/GALK1/DGAT2/PPP1R3C/GCK/GNMT/PGAM2
Down-regulated,GO:0071276,cellular response to cadmium ion,14/1538,34/16344,9.166694698292003e-7,6.595195606613246e-5,SUMO1/MAPK8/EGFR/HMOX1/SOD1/ABCB6/MT2A/MT1A/MT1E/MT1X/MT1M/MT1F/MT1G/MT1H
Down-regulated,GO:0044262,cellular carbohydrate metabolic process,51/1538,270/16344,1.026566994008481e-6,7.289958861348538e-5,RBKS/PPP1CC/ADIPOR1/NCOA2/AKT2/PPP4R3B/B3GNT2/PPIP5K2/GANC/SDHAF3/ABHD10/KAT2B/SESN2/NUPR1/ACADM/HS2ST1/PHKG2/XYLB/PTH1R/PFKFB1/GCKR/GYS2/SIRT1/IDH1/IRS1/AGL/NDST3/ACACB/RGN/PER2/ENPP1/PHKA1/PDK4/KHK/GBA3/RORC/IDNK/GNE/MOGAT2/PCK2/SORD/SLC45A3/GPER1/GPT/MOGAT1/GALK1/DGAT2/PPP1R3C/PPP1R1A/GCK/GNMT
Down-regulated,GO:0006730,one-carbon metabolic process,15/1538,39/16344,1.065788491014436e-6,7.471450601111456e-5,MAT2B/SHMT2/AHCY/DHFR2/DHFR/CA2/CA13/MTHFD1/FPGS/SHMT1/MTHFS/MAT1A/ALDH1L1/CA14/GNMT
Down-regulated,GO:0006699,bile acid biosynthetic process,14/1538,35/16344,1.3958139654383857e-6,9.6611528645786e-5,OSBPL9/AMACR/FGFR4/CYP27A1/PROX1/CES1/SIRT1/SCP2/HSD17B10/BAAT/SLC27A5/AKR1C4/OSBPL6/AKR1D1
Down-regulated,GO:0055088,lipid homeostasis,34/1538,153/16344,1.6082682263203255e-6,1.0992513326899423e-4,USF2/PNPLA8/SAR1B/ZBTB20/MED13/APOM/FGFR4/SESN2/MTTP/ABCG5/APOC3/GCKR/CNBP/RTN4/TLCD4/TM6SF2/CES1/SIRT1/EPHX2/AKR1C1/NR5A2/TMEM97/CEBPA/NR1H3/DGAT1/ACOX2/ABCG1/TSKU/LIPC/ACSM3/LCAT/CETP/DGAT2/SOAT2
Down-regulated,GO:0009060,aerobic respiration,38/1538,181/16344,1.779509319494013e-6,1.2012786369127487e-4,NDUFB5/GHITM/COX7C/NDUFS1/COX6A1/CYC1/NDUFB4/SDHB/NDUFV2/NDUFS3/NDUFB6/NDUFA2/NDUFB8/SDHC/BLOC1S1/NDUFC2/NDUFA5/COX5B/FH/COX7A2L/NDUFB10/MTFR1L/SDHD/NDUFB9/COX15/SIRT3/NUPR1/AK4/SHMT2/CHCHD10/BNIP3/MTFR1/ND3/IDH1/DNAJC15/DHTKD1/PPIF/CAT
Down-regulated,GO:0001523,retinoid metabolic process,22/1538,78/16344,1.8135795234885286e-6,1.2093479066384481e-4,DHRS3/ADH5/RARRES2/RBP4/ALDH8A1/ADH1C/AKR1C1/ADH1A/CYP2C18/CYP4V2/DGAT1/AKR1C4/DHRS4L2/DHRS4/LRAT/CYP3A4/TTR/ADH6/ADH1B/ADH4/DGAT2/CYP26A1
Down-regulated,GO:0046653,tetrahydrofolate metabolic process,10/1538,19/16344,2.2064665741409544e-6,1.4536095454702094e-4,AASDHPPT/SHMT2/DHFR2/DHFR/GCH1/MTHFD1/PIPOX/SHMT1/MTHFS/ALDH1L1
Down-regulated,GO:0022904,respiratory electron transport chain,27/1538,110/16344,2.549563686611713e-6,1.6596445521896249e-4,NDUFB5/GHITM/COX7C/NDUFS1/COX6A1/CYC1/NDUFB4/SDHB/NDUFV2/NDUFS3/NDUFB6/NDUFA2/NDUFB8/SDHC/NDUFC2/NDUFA5/COX5B/COX7A2L/NDUFB10/SDHD/NDUFB9/COX15/SLC25A13/ETFRF1/ND3/GPD1/DNAJC15
Down-regulated,GO:1901607,alpha-amino acid biosynthetic process,20/1538,69/16344,3.330396938186257e-6,2.1424247597649944e-4,AASDHPPT/SHMT2/BHMT2/SERINC5/DHFR2/DHFR/PAH/MTHFD1/PHGDH/SHMT1/PCBD1/GLUD1/ADI1/ASS1/PSAT1/GLS2/NAGS/AASS/BHMT/OAT
Down-regulated,GO:0019646,aerobic electron transport chain,22/1538,81/16344,3.6110411864072597e-6,2.246791396244331e-4,NDUFB5/COX7C/NDUFS1/COX6A1/CYC1/NDUFB4/NDUFV2/NDUFS3/NDUFB6/NDUFA2/NDUFB8/SDHC/NDUFC2/NDUFA5/COX5B/COX7A2L/NDUFB10/SDHD/NDUFB9/COX15/ND3/DNAJC15
Down-regulated,GO:0046364,monosaccharide biosynthetic process,22/1538,81/16344,3.6110411864072597e-6,2.246791396244331e-4,AKR1A1/PPP4R3B/SDHAF3/KAT2B/SESN2/ACADM/RBP4/SLC25A10/SLC25A13/PFKFB1/SIRT1/RGN/GPD1/PER2/PGM1/PCK2/SORD/GPT/DGAT2/GCK/GNMT/PGAM2
Down-regulated,GO:1901657,glycosyl compound metabolic process,23/1538,87/16344,3.6159042221927786e-6,2.246791396244331e-4,"NAGA/AKR1A1/AKR7A2/TYW1/ABHD10/DERA/DNPH1/CBR4/DHFR2/CDADC1/DPYD/ADK/PRPS1/CDA/UPB1/AKR1C1/ADAL/MACROD1/GBA3/PNP/AKR1C4/SLC34A1/GNMT"
Down-regulated,GO:0120254,olefinic compound metabolic process,32/1538,146/16344,4.400407324888286e-6,2.703531151965073e-4,STAT5B/DHRS3/PNPLA8/GPX4/RBP4/ALDH8A1/ADH1C/BMP6/EPHX2/CYP2C9/SCP2/AKR1C1/ACAA1/CYP4F3/CYP4F11/ADH1A/CYP2C18/DGAT1/AKR1C4/DHRS4L2/DHRS4/LRAT/CYP3A4/TTR/ADH6/ADH1B/ADH4/CYP2E1/SRD5A2/DGAT2/CACNA1H/CYP2C19
Down-regulated,GO:0042632,cholesterol homeostasis,22/1538,82/16344,4.501232161166823e-6,2.734748606362243e-4,MED13/APOM/FGFR4/MTTP/ABCG5/APOC3/CNBP/CES1/SIRT1/EPHX2/AKR1C1/NR5A2/TMEM97/NR1H3/ABCG1/TSKU/LIPC/ACSM3/LCAT/CETP/DGAT2/SOAT2
Down-regulated,GO:0010273,detoxification of copper ion,8/1538,13/16344,5.045106801550217e-6,2.9985482598778897e-4,MT2A/MT1A/MT1E/MT1X/MT1M/MT1F/MT1G/MT1H
Down-regulated,GO:1990169,stress response to copper ion,8/1538,13/16344,5.045106801550217e-6,2.9985482598778897e-4,MT2A/MT1A/MT1E/MT1X/MT1M/MT1F/MT1G/MT1H
