Genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,geneID
Down-regulated,GO:0046034,ATP metabolic process,69/2156,263/16344,9.060600859274442e-9,1.7927492320867843e-6,CHCHD2/UQCRC1/PRKAA1/ATP5PO/NDUFV2/STOML2/ATP5MG/NDUFA1/ATP5F1E/SDHA/COX6A1/ATP5PD/NDUFA12/ZBTB20/NDUFB5/CYC1/NDUFB6/PARK7/ND4/ATP5F1D/NDUFA6/UQCRB/BAD/ATP5PF/FLCN/NDUFA5/NDUFS3/NDUFS4/COX7C/ATP5MC2/COX7A2L/SDHD/NDUFB4/INSR/NDUFB1/NDUFA2/PPARA/CLPX/NUPR1/ATP5ME/SLC25A13/NDUFC2/COX2/NDUFB10/ATP5IF1/CHCHD10/NDUFB8/ND4L/SHMT2/NDUFB7/COX5B/CYTB/NDUFB9/ATP6/PPARGC1A/NCOR1/ND3/MLXIPL/ENPP1/PFKFB1/DHTKD1/HSPA1A/PGM1/ALDOB/CBFA2T3/ENPP3/COX6A2/GALK1/PGAM2
Down-regulated,GO:0042773,ATP synthesis coupled electron transport,33/2156,89/16344,1.0660358081031596e-8,1.973197892547074e-6,CHCHD2/NDUFV2/NDUFA1/SDHA/COX6A1/NDUFA12/NDUFB5/CYC1/NDUFB6/PARK7/ND4/NDUFA6/UQCRB/NDUFA5/NDUFS3/NDUFS4/COX7C/COX7A2L/SDHD/NDUFB4/NDUFB1/NDUFA2/NDUFC2/COX2/NDUFB10/NDUFB8/ND4L/NDUFB7/COX5B/CYTB/NDUFB9/ND3/COX6A2
Down-regulated,GO:0042775,mitochondrial ATP synthesis coupled electron transport,33/2156,89/16344,1.0660358081031596e-8,1.973197892547074e-6,CHCHD2/NDUFV2/NDUFA1/SDHA/COX6A1/NDUFA12/NDUFB5/CYC1/NDUFB6/PARK7/ND4/NDUFA6/UQCRB/NDUFA5/NDUFS3/NDUFS4/COX7C/COX7A2L/SDHD/NDUFB4/NDUFB1/NDUFA2/NDUFC2/COX2/NDUFB10/NDUFB8/ND4L/NDUFB7/COX5B/CYTB/NDUFB9/ND3/COX6A2
Down-regulated,GO:0019646,aerobic electron transport chain,31/2156,81/16344,1.2335127330879038e-8,2.2118425195182473e-6,NDUFV2/NDUFA1/SDHA/COX6A1/NDUFB5/CYC1/NDUFB6/PARK7/ND4/NDUFA6/UQCRB/NDUFA5/NDUFS3/NDUFS4/COX7C/COX7A2L/SDHD/NDUFB4/NDUFB1/NDUFA2/NDUFC2/COX2/NDUFB10/NDUFB8/ND4L/NDUFB7/COX5B/CYTB/NDUFB9/ND3/COX6A2
Down-regulated,GO:0009069,serine family amino acid metabolic process,20/2156,39/16344,1.3050666635036484e-8,2.269234095510283e-6,DHFR2/DHFR/MPST/GCSH/SHMT2/SHMT1/MTHFD1/GCLC/AGXT/PHGDH/RIDA/AMT/THNSL2/SCLY/GLYAT/CTH/PSAT1/BAAT/GCAT/SDS
Down-regulated,GO:0022904,respiratory electron transport chain,37/2156,110/16344,2.930572865148859e-8,4.675402737345342e-6,CHCHD2/NDUFV2/NDUFA1/SDHA/COX6A1/NDUFA12/NDUFB5/CYC1/NDUFB6/PARK7/ND4/IMMP2L/NDUFA6/UQCRB/NDUFA5/NDUFS3/NDUFS4/COX7C/COX7A2L/SDHD/NDUFB4/NDUFB1/NDUFA2/SLC25A13/NDUFC2/COX2/NDUFB10/NDUFB8/ETFRF1/ND4L/NDUFB7/COX5B/CYTB/NDUFB9/PPARGC1A/ND3/COX6A2
Down-regulated,GO:0019318,hexose metabolic process,61/2156,228/16344,2.989307061324493e-8,4.675402737345342e-6,NCOA2/PRKAA1/AKT2/ADIPOR1/PPP4R3B/LRP5/MPI/GCKR/BAD/SORBS1/SLC25A10/MAN2A1/SLC39A14/INSR/ATF4/SLC25A1/PPARA/SLC25A13/OMA1/SESN2/FAM3A/SDHAF3/FUOM/GALE/TSTD1/SLC37A4/KAT2B/ACACB/KHK/PPARGC1A/RBP4/GCGR/PDK2/PHKG2/ENPP1/NPY1R/PFKFB1/PER2/PGM1/RORA/SLC45A3/ALDOB/IRS1/RORC/PCK2/G6PC1/GLYCTK/DGAT2/PCK1/SIRT1/GPT/PPP1R3C/DCXR/PMM1/SORD/SDS/GALK1/PPP1R3G/GNMT/SERPINA12/PGAM2
Down-regulated,GO:0006006,glucose metabolic process,53/2156,187/16344,3.0003702169651e-8,4.675402737345342e-6,NCOA2/PRKAA1/AKT2/ADIPOR1/PPP4R3B/LRP5/GCKR/BAD/SORBS1/SLC25A10/SLC39A14/INSR/ATF4/SLC25A1/PPARA/SLC25A13/OMA1/SESN2/FAM3A/SDHAF3/TSTD1/SLC37A4/KAT2B/ACACB/KHK/PPARGC1A/RBP4/GCGR/PDK2/PHKG2/ENPP1/NPY1R/PFKFB1/PER2/PGM1/RORA/SLC45A3/IRS1/RORC/PCK2/G6PC1/DGAT2/PCK1/SIRT1/GPT/PPP1R3C/DCXR/SORD/SDS/PPP1R3G/GNMT/SERPINA12/PGAM2
Down-regulated,GO:0006575,cellular modified amino acid metabolic process,52/2156,182/16344,3.0148118034468045e-8,4.675402737345342e-6,PANK2/NFE2L2/SERINC1/GSTK1/PARK7/ALDH9A1/DIO1/PCYOX1/SLC46A1/PLOD2/BHMT2/GAMT/MTHFS/DHFR2/DHFR/IDH1/MGST2/HAGH/SHMT2/CPQ/EEF1G/PIPOX/GLO1/SHMT1/FTCD/MTHFD1/GPX4/SLC16A2/GCLC/IYD/HPN/FPGS/SLC1A1/GCH1/DMGDH/OPLAH/ALDH7A1/SARDH/GSTZ1/SOD1/GGACT/ALDH1L1/BBOX1/HOGA1/BHMT/FOLH1/ASS1/PRODH/SLC1A2/GNMT/SLC16A10/DIO3
Down-regulated,GO:0019693,ribose phosphate metabolic process,89/2156,383/16344,4.141825369765635e-8,6.254156308346109e-6,PANK2/GMPS/PRKAA1/ATP5PO/PDHX/DCAKD/PRPS2/STOML2/ATP5MG/ATP5F1E/ATP5PD/HINT1/ZBTB20/APRT/ABHD14B/PRPSAP2/SLC25A16/UCK1/PMVK/UCKL1/ATP5F1D/MCCC2/BAD/MAGI3/ATP5PF/FLCN/ATP5MC2/PAICS/PDE8A/INSR/PAPSS2/SLC25A1/PPARA/NUPR1/ATP5ME/SLC25A13/COX2/TECR/ACSM2A/PRPSAP1/ADK/PRPS1/ACSL5/NUDT16/NT5E/MPC2/PIPOX/MCEE/NT5C/DPYD/ACACB/ACSM2B/ATP6/NPR1/PPARGC1A/NCOR1/PDK2/PDE2A/MLXIPL/ENPP1/NUDT4/PFKFB1/DHTKD1/PDE7B/UPB1/ACSM5/HMGCS2/PGM1/RORA/CDA/ALDOB/NUDT4B/CBFA2T3/HPRT1/PNP/GLYAT/DGAT2/ACSM3/BAAT/SULT1A2/SULT1A1/GCDH/AADAT/GALK1/SULT1E1/AASS/ADCY1/LOC344967/PGAM2
Down-regulated,GO:0006790,sulfur compound metabolic process,80/2156,334/16344,5.070429050162457e-8,7.386807144115753e-6,CIAO1/PDHX/NFE2L2/STAT5B/GSTK1/THTPA/ABHD14B/PARK7/SUOX/PMVK/NFS1/MAT2B/ABCB7/NFU1/SLC25A10/GLRX5/PAPSS2/BHMT2/SLC25A1/B4GAT1/LIAS/SLC35D2/IDH1/CIAO2A/TECR/CHST13/MGST2/ACSM2A/HAGH/MPST/TSTD1/ACSL5/EEF1G/MPC2/PIPOX/MCEE/GLO1/B3GNT2/ACACB/MTHFD1/ACSM2B/GPX4/BTD/GCLC/PDK2/AGXT/ENPP1/MMUT/PHGDH/SLC1A1/ACSM5/CHST7/HMGCS2/OPLAH/NDST3/ST3GAL1/GSTZ1/HS3ST3B1/SOD1/GLYAT/AHCY/CTH/DGAT2/ACSM3/BAAT/SULT1A2/SULT1A1/ADI1/EGFLAM/GCDH/BHMT/MAT1A/ST3GAL6/SLC19A2/AADAT/SULT1E1/AASS/SLC1A2/LOC344967/GNMT
Down-regulated,GO:0005996,monosaccharide metabolic process,64/2156,247/16344,5.149395011582958e-8,7.386807144115753e-6,NCOA2/PRKAA1/AKT2/ADIPOR1/PPP4R3B/LRP5/MPI/GCKR/BAD/SORBS1/SLC25A10/MAN2A1/SLC39A14/INSR/ATF4/SLC25A1/PPARA/SLC25A13/OMA1/SESN2/FAM3A/SDHAF3/FUOM/GALE/TSTD1/SLC37A4/KAT2B/ACACB/KHK/PPARGC1A/RBP4/GCLC/GCGR/PDK2/PHKG2/ENPP1/NPY1R/PFKFB1/PER2/SLC23A2/PGM1/RORA/SLC45A3/ALDOB/IRS1/RORC/PCK2/FGGY/G6PC1/GLYCTK/DGAT2/PCK1/SIRT1/GPT/PPP1R3C/DCXR/PMM1/SORD/SDS/GALK1/PPP1R3G/GNMT/SERPINA12/PGAM2
Down-regulated,GO:0019319,hexose biosynthetic process,29/2156,77/16344,5.488543958495154e-8,7.681284203376876e-6,PPP4R3B/SLC25A10/SLC39A14/ATF4/SLC25A1/PPARA/SLC25A13/SESN2/FAM3A/SDHAF3/SLC37A4/KAT2B/PPARGC1A/RBP4/PDK2/PFKFB1/PER2/PGM1/PCK2/G6PC1/DGAT2/PCK1/SIRT1/GPT/SORD/SDS/GNMT/SERPINA12/PGAM2
Down-regulated,GO:0042632,cholesterol homeostasis,30/2156,82/16344,6.98771086340512e-8,9.546544031956804e-6,MTTP/NR1H4/LRP5/HNF4A/ABCG5/APOA2/CYP7B1/MED13/CYP39A1/APOC3/EPHX2/APOM/TMEM97/FGFR4/FABP3/CNBP/APOA5/AKR1C1/NR1H3/RORA/ABCB11/G6PC1/DGAT2/NR5A2/SIRT1/ACSM3/CETP/LCAT/TSKU/SOAT2
Down-regulated,GO:0042180,cellular ketone metabolic process,54/2156,197/16344,7.650568391735847e-8,9.975264463082429e-6,PANK2/RDH10/ERLIN1/TYSND1/AKT2/STAT5B/NR1H4/ERLIN2/AKR7A2/ALDH8A1/PARK7/CBR4/AFMID/PPARA/BMP6/PROX1/COQ8A/HAGH/GLO1/ACACB/APOC1/ETFBKMT/DHRS4/APOC3/SRD5A1/PPARGC1A/KYNU/NCOR1/PDK2/HSD17B10/MLXIPL/FGFR4/CYP4F11/FABP3/CYP4F3/APOA5/AKR1C1/SREBF1/AKR1C4/NR1H3/VKORC1L1/SLC45A3/CYP4F12/IRS1/SIRT5/ABCB11/COQ10A/ACMSD/DGAT2/SIRT1/ADH4/BHMT/AADAT/CACNA1H
Down-regulated,GO:0072330,monocarboxylic acid biosynthetic process,54/2156,197/16344,7.650568391735847e-8,9.975264463082429e-6,RDH10/PRKAA1/ERLIN1/PTGES3/NR1H4/ERLIN2/ALDH8A1/PARK7/CBR4/SCP2/OSBPL9/CYP7B1/GAMT/LIAS/PROX1/TECR/ACSM2A/CYP39A1/CYP27A1/ACACB/APOC1/APOC3/DECR2/ACSM2B/GPX4/PECR/HSD17B10/MLXIPL/FGFR4/HSD17B8/APOA5/PER2/ACSM5/AKR1C4/NR1H3/THNSL2/SLC45A3/OSBPL6/ABHD1/ABCB11/ACMSD/FADS6/SIRT1/SLC27A5/ACSM3/BAAT/HOGA1/CYP3A4/SDS/CYP2E1/AKR1D1/LOC344967/CYP1A2/CYP1A1
Down-regulated,GO:0034308,primary alcohol metabolic process,34/2156,100/16344,7.823055086070221e-8,9.975264463082429e-6,RDH10/AKR7A2/THTPA/PARK7/CBR4/DHRS3/GDE1/BMP6/CYP2C18/ALDH3A2/DHRS4/HAO1/PECR/RBP4/AKR1C1/AKR1C4/ALDH2/NAPEPLD/DGAT2/LRAT/ADH4/ADH6/SULT1A2/ADH1C/SULT1A1/ADH1B/TTR/CYP3A4/NAAA/SULT1E1/CACNA1H/CYP3A5/CYP1A2/CYP1A1
Down-regulated,GO:0006094,gluconeogenesis,28/2156,74/16344,8.256210057615675e-8,1.0298724632738857e-5,PPP4R3B/SLC25A10/SLC39A14/ATF4/SLC25A1/PPARA/SLC25A13/SESN2/FAM3A/SDHAF3/SLC37A4/KAT2B/PPARGC1A/RBP4/PDK2/PFKFB1/PER2/PGM1/PCK2/G6PC1/DGAT2/PCK1/SIRT1/GPT/SDS/GNMT/SERPINA12/PGAM2
Down-regulated,GO:0042273,ribosomal large subunit biogenesis,27/2156,70/16344,8.789071650028699e-8,1.073014747401376e-5,NPM1/GTF3A/RPL10A/RPL6/RPL38/RPL7A/WDR74/ZNHIT3/RPL7/RSL24D1/RPL26/RPL35/RSL1D1/RPL23A/RPL35A/RPL24/EBNA1BP2/MRPL20/RPL14/RPL10/RPL5/RPL3/NSA2/RPL11/NOP53/RPLP0/MDN1
Down-regulated,GO:0055092,sterol homeostasis,30/2156,83/16344,9.572489481187447e-8,1.1443113467302827e-5,MTTP/NR1H4/LRP5/HNF4A/ABCG5/APOA2/CYP7B1/MED13/CYP39A1/APOC3/EPHX2/APOM/TMEM97/FGFR4/FABP3/CNBP/APOA5/AKR1C1/NR1H3/RORA/ABCB11/G6PC1/DGAT2/NR5A2/SIRT1/ACSM3/CETP/LCAT/TSKU/SOAT2
Down-regulated,GO:0009259,ribonucleotide metabolic process,86/2156,374/16344,1.1483550757179942e-7,1.3229141562792387e-5,PANK2/GMPS/PRKAA1/ATP5PO/PDHX/DCAKD/PRPS2/STOML2/ATP5MG/ATP5F1E/ATP5PD/HINT1/ZBTB20/APRT/ABHD14B/SLC25A16/UCK1/PMVK/UCKL1/ATP5F1D/MCCC2/BAD/MAGI3/ATP5PF/FLCN/ATP5MC2/PAICS/PDE8A/INSR/PAPSS2/SLC25A1/PPARA/NUPR1/ATP5ME/SLC25A13/COX2/TECR/ACSM2A/ADK/ACSL5/NUDT16/NT5E/MPC2/PIPOX/MCEE/NT5C/DPYD/ACACB/ACSM2B/ATP6/NPR1/PPARGC1A/NCOR1/PDK2/PDE2A/MLXIPL/ENPP1/NUDT4/PFKFB1/DHTKD1/PDE7B/UPB1/ACSM5/HMGCS2/PGM1/RORA/CDA/ALDOB/NUDT4B/CBFA2T3/HPRT1/PNP/GLYAT/DGAT2/ACSM3/BAAT/SULT1A2/SULT1A1/GCDH/AADAT/GALK1/SULT1E1/AASS/ADCY1/LOC344967/PGAM2
Down-regulated,GO:0008652,cellular amino acid biosynthetic process,28/2156,75/16344,1.1527659082251992e-7,1.3229141562792387e-5,ILVBL/PARK7/PLOD2/BHMT2/DHFR2/DHFR/SHMT2/ASL/DPYD/SHMT1/MTHFD1/AGXT/PHGDH/PAH/GLUD1/UPB1/ABAT/CTH/PCBD1/PSAT1/ADI1/BHMT/GLS2/SDS/NAGS/ASS1/AASS/OAT
Down-regulated,GO:0006163,purine nucleotide metabolic process,86/2156,378/16344,1.8840904079007127e-7,2.0623104208481e-5,PANK2/GMPS/PRKAA1/ATP5PO/PDHX/DCAKD/PRPS2/STOML2/ATP5MG/ATP5F1E/ATP5PD/HINT1/ZBTB20/APRT/ABHD14B/PRPSAP2/SLC25A16/PMVK/ATP5F1D/MCCC2/BAD/MAGI3/ATP5PF/FLCN/ATP5MC2/PAICS/PDE8A/INSR/PAPSS2/SLC25A1/PPARA/NUPR1/ATP5ME/SLC25A13/COX2/TECR/ACSM2A/PRPSAP1/ADK/PRPS1/ACSL5/NUDT16/NT5E/MPC2/PIPOX/MCEE/NT5C/ACACB/DNPH1/MTHFD1/ACSM2B/ATP6/NPR1/PPARGC1A/NCOR1/PDK2/PDE2A/MLXIPL/ENPP1/NUDT4/PFKFB1/DHTKD1/PDE7B/ACSM5/HMGCS2/PGM1/RORA/ALDOB/NUDT4B/CBFA2T3/HPRT1/PNP/GLYAT/DGAT2/ACSM3/BAAT/SULT1A2/SULT1A1/GCDH/AADAT/GALK1/SULT1E1/AASS/ADCY1/LOC344967/PGAM2
Down-regulated,GO:0008206,bile acid metabolic process,21/2156,48/16344,1.9048876316652019e-7,2.0623104208481e-5,PANK2/NR1H4/SCP2/OSBPL9/CYP7B1/ACAA1/PROX1/CYP39A1/CYP27A1/HSD17B10/FGFR4/AKR1C1/AKR1C4/OSBPL6/ABCB11/NR5A2/SIRT1/SLC27A5/BAAT/AKR1D1/UGT2A1
Down-regulated,GO:0009066,aspartate family amino acid metabolic process,21/2156,48/16344,1.9048876316652019e-7,2.0623104208481e-5,PLOD2/BHMT2/ATF4/SLC25A13/NIT2/PIPOX/MTHFD1/PHGDH/RIDA/HYKK/ASPG/ADI1/BHMT/MAT1A/GCAT/SDS/ASPA/AADAT/ASS1/AASS/GNMT
Down-regulated,GO:0046364,monosaccharide biosynthetic process,29/2156,81/16344,1.9760679224694533e-7,2.0997551368758744e-5,PPP4R3B/SLC25A10/SLC39A14/ATF4/SLC25A1/PPARA/SLC25A13/SESN2/FAM3A/SDHAF3/SLC37A4/KAT2B/PPARGC1A/RBP4/PDK2/PFKFB1/PER2/PGM1/PCK2/G6PC1/DGAT2/PCK1/SIRT1/GPT/SORD/SDS/GNMT/SERPINA12/PGAM2
Down-regulated,GO:0006721,terpenoid metabolic process,31/2156,92/16344,3.6349130422130054e-7,3.7922056429487684e-5,RDH10/ALDH8A1/DHRS3/RARRES2/CYP2C18/ALDH3A2/DHRS4/SRD5A1/PECR/RBP4/DHRS4L2/FDPS/AKR1C1/CYP4V2/LSS/AKR1C4/HMGCS2/NAPEPLD/DGAT2/LRAT/ADH4/ADH6/ADH1C/ADH1B/TTR/CYP3A4/CYP2E1/CYP3A5/CYP1A2/CYP1A1/CYP2C19
Down-regulated,GO:0019395,fatty acid oxidation,34/2156,106/16344,3.819773442890063e-7,3.913903574161282e-5,PRKAA1/TYSND1/AKT2/ADIPOR1/ILVBL/SCP2/ACAD11/ECH1/ACAA1/PEX5/PPARA/IVD/SESN2/HADH/ECI1/ECI2/PHYH/ACACB/ETFBKMT/HAO1/DECR2/PPARGC1A/HSD17B10/ACADS/FABP3/CYP4V2/ECHDC2/IRS1/ABCB11/HAO2/ACOX2/DGAT2/ADH4/GCDH
Down-regulated,GO:0016125,sterol metabolic process,42/2156,145/16344,4.1517924442896046e-7,4.123821607822025e-5,HDLBP/PRKAA1/ERLIN1/MBTPS2/NR1H4/ERLIN2/LRP5/PMVK/APOA2/CYP7B1/CYB5R1/RXRA/CYP39A1/CYP27A1/EPHX2/FMO5/APOA5/FDPS/CYP4V2/LSS/CEBPA/SREBF1/HMGCS2/EBP/CAT/TM7SF2/FAXDC2/APOF/SOD1/DGAT2/CETP/PON1/SEC14L2/LCAT/EBPL/TSKU/NR0B2/CYP3A4/AKR1D1/CYP1A2/SOAT2/SERPINA12
Down-regulated,GO:0009636,response to toxic substance,58/2156,228/16344,4.187487085466352e-7,4.123821607822025e-5,PRDX2/RPS6KB1/NFE2L2/ESD/GSTK1/MGST1/PARK7/PRDX3/TTPA/MAOB/TXNRD2/PRDX5/ATF4/DHFR/NUPR1/SESN2/ARG1/MGST2/MPST/PRXL2A/ABTB2/SLC30A10/ALAD/CPOX/ALB/SRD5A1/EPHX2/GPX4/DDC/TXNRD3/APOM/BRIP1/SLC6A1/PRDX6/GCH1/CAT/CCS/MGMT/GSTZ1/SOD1/GLYAT/MTARC2/MTARC1/MT2A/ADH4/ABCB6/PON3/ABCG2/PON1/SLC47A1/MT1A/MT1E/ASS1/MT1X/MT1F/MT1G/MT1M/CYP1A1
Down-regulated,GO:0009150,purine ribonucleotide metabolic process,81/2156,356/16344,4.2402487776489973e-7,4.123821607822025e-5,PANK2/GMPS/PRKAA1/ATP5PO/PDHX/DCAKD/PRPS2/STOML2/ATP5MG/ATP5F1E/ATP5PD/HINT1/ZBTB20/APRT/ABHD14B/SLC25A16/PMVK/ATP5F1D/MCCC2/BAD/MAGI3/ATP5PF/FLCN/ATP5MC2/PAICS/PDE8A/INSR/PAPSS2/SLC25A1/PPARA/NUPR1/ATP5ME/SLC25A13/COX2/TECR/ACSM2A/ADK/ACSL5/NUDT16/NT5E/MPC2/PIPOX/MCEE/NT5C/ACACB/ACSM2B/ATP6/NPR1/PPARGC1A/NCOR1/PDK2/PDE2A/MLXIPL/ENPP1/NUDT4/PFKFB1/DHTKD1/PDE7B/ACSM5/HMGCS2/PGM1/RORA/ALDOB/NUDT4B/CBFA2T3/HPRT1/PNP/GLYAT/DGAT2/ACSM3/BAAT/SULT1A2/SULT1A1/GCDH/AADAT/GALK1/SULT1E1/AASS/ADCY1/LOC344967/PGAM2
Down-regulated,GO:0046686,response to cadmium ion,22/2156,54/16344,4.4577777007978656e-7,4.2448012183374105e-5,HSF1/MAPK8/SUMO1/ARG1/ALAD/CDKN1B/EGFR/GCLC/CAT/SOD1/MT2A/ABCB6/SORD/HAAO/MT1A/MT1E/MT1X/SLC34A1/MT1F/CYP1A2/MT1G/MT1M
Down-regulated,GO:0009062,fatty acid catabolic process,33/2156,102/16344,4.512598018797177e-7,4.2448012183374105e-5,TYSND1/AKT2/ILVBL/SCP2/ACAD11/ECH1/ACAA1/PEX5/PPARA/IVD/SESN2/HADH/PCCA/ECI1/ECI2/AIG1/MCEE/FAAH/PHYH/ACACB/ETFBKMT/HAO1/DECR2/HSD17B10/ACADS/ECHDC2/IRS1/PCK2/ABHD1/ABCB11/ACOX2/PCK1/GCDH
Down-regulated,GO:0016042,lipid catabolic process,74/2156,317/16344,4.6876545577236425e-7,4.338348685841655e-5,PRKAA1/TYSND1/AKT2/ILVBL/RARRES2/SCP2/GDE1/SORL1/ACAD11/ECH1/APOA2/ACAA1/PEX5/PPARA/NAGA/IVD/IDH1/SESN2/PNPLA7/HADH/MGST2/HINT2/PCCA/ECI1/ECI2/CYP39A1/AIG1/MCEE/FAAH/CYP27A1/PHYH/ACACB/APOC1/ETFBKMT/HAO1/APOC3/DECR2/SRD5A1/PLD1/GBA3/PLCXD2/CYP4A11/HSD17B10/ACADS/CYP4F11/CYP4F3/APOA5/PRDX6/HSD17B11/PDE3B/ECHDC2/CYP4F12/IRS1/PCK2/ABHD1/ABCB11/NAPEPLD/HSD11B1/ACOX2/PCK1/FMC1/ASPG/PLD6/GCDH/CYP3A4/NAAA/AKR1D1/SULT1E1/PLAAT2/CYP1A2/NEU4/ACER1/HSD17B14/CIDEA
Down-regulated,GO:0055088,lipid homeostasis,43/2156,153/16344,7.538784872154196e-7,6.866277396257266e-5,PRKAA1/MTTP/NR1H4/ZBTB20/LRP5/USF2/GCKR/HNF4A/ABCG5/APOA2/RTN4/CYP7B1/MED13/SESN2/ACSM2A/ORMDL3/CYP39A1/APOC3/EPHX2/APOM/TMEM97/MLXIPL/FGFR4/FABP3/CNBP/APOA5/AKR1C1/CEBPA/NR1H3/APOC4/RORA/TLCD4/ABCB11/G6PC1/ACOX2/DGAT2/NR5A2/SIRT1/ACSM3/CETP/LCAT/TSKU/SOAT2
Down-regulated,GO:1902652,secondary alcohol metabolic process,40/2156,139/16344,9.343362777946931e-7,8.376908690603044e-5,HDLBP/PRKAA1/ERLIN1/MBTPS2/NR1H4/ERLIN2/LRP5/PMVK/APOA2/CYP7B1/IDH1/RXRA/CYP39A1/CYP27A1/EPHX2/FMO5/APOA5/FDPS/LSS/CEBPA/SREBF1/HMGCS2/EBP/CAT/TM7SF2/APOF/SOD1/DGAT2/UGT1A4/CETP/PON1/SEC14L2/LCAT/TSKU/NR0B2/CYP3A4/AKR1D1/CYP1A2/SOAT2/SERPINA12
Down-regulated,GO:1901607,alpha-amino acid biosynthetic process,25/2156,69/16344,1.0468237684989663e-6,9.241038128687798e-5,ILVBL/PARK7/PLOD2/BHMT2/DHFR2/DHFR/SHMT2/ASL/SHMT1/MTHFD1/AGXT/PHGDH/PAH/GLUD1/CTH/PCBD1/PSAT1/ADI1/BHMT/GLS2/SDS/NAGS/ASS1/AASS/OAT
Down-regulated,GO:0008203,cholesterol metabolic process,38/2156,130/16344,1.1336435169931486e-6,9.855828031070737e-5,HDLBP/PRKAA1/ERLIN1/MBTPS2/NR1H4/ERLIN2/LRP5/PMVK/APOA2/CYP7B1/RXRA/CYP39A1/CYP27A1/EPHX2/FMO5/APOA5/FDPS/LSS/CEBPA/SREBF1/HMGCS2/EBP/CAT/TM7SF2/APOF/SOD1/DGAT2/CETP/PON1/SEC14L2/LCAT/TSKU/NR0B2/CYP3A4/AKR1D1/CYP1A2/SOAT2/SERPINA12
Down-regulated,GO:0034440,lipid oxidation,34/2156,111/16344,1.2679137914049691e-6,1.0858640798629421e-4,PRKAA1/TYSND1/AKT2/ADIPOR1/ILVBL/SCP2/ACAD11/ECH1/ACAA1/PEX5/PPARA/IVD/SESN2/HADH/ECI1/ECI2/PHYH/ACACB/ETFBKMT/HAO1/DECR2/PPARGC1A/HSD17B10/ACADS/FABP3/CYP4V2/ECHDC2/IRS1/ABCB11/HAO2/ACOX2/DGAT2/ADH4/GCDH
Down-regulated,GO:0009072,aromatic amino acid family metabolic process,15/2156,30/16344,1.3352696553179472e-6,1.1267319532668207e-4,PARK7/AFMID/QDPR/KYNU/IYD/HGD/PAH/HPD/ACMSD/GSTZ1/PCBD1/GCDH/HAAO/TTC36/TAT
Down-regulated,GO:0006839,mitochondrial transport,47/2156,177/16344,1.4047547461855811e-6,1.1681859034221544e-4,PMPCB/HSPD1/TIMM17B/PRKAA1/ATF2/TOMM70/UBL5/TOMM22/BAG4/OXA1L/BCL2L2/MAIP1/LMAN1/PDCD5/IMMP2L/SLC25A16/NDUFA13/UBE2D3/MAPK8/HAX1/FBXO7/BAD/SLC25A10/GRPEL1/RHOU/CSNK2A2/AIP/SLC25A13/TOMM20/ZNF205/ATP5IF1/CHCHD10/BNIP3/HEBP2/TOMM7/PAM16/GCLC/TMEM14A/HSPA1A/BOK/SREBF1/FZD5/DNAJC19/DNLZ/ALKBH7/C11orf65/FZD9
Down-regulated,GO:0006536,glutamate metabolic process,16/2156,34/16344,1.6674320813744071e-6,1.3475669412572322e-4,NR1H4/ALDH5A1/MTHFS/FTCD/GCLC/FPGS/GLUD1/PRODH2/ADHFE1/AMDHD1/GLS2/AADAT/NAGS/TAT/PRODH/OAT
Down-regulated,GO:0042558,pteridine-containing compound metabolic process,16/2156,34/16344,1.6674320813744071e-6,1.3475669412572322e-4,SPR/SLC46A1/MTHFS/DHFR2/DHFR/SHMT2/PIPOX/SHMT1/FTCD/MTHFD1/QDPR/FPGS/GCH1/PCBD1/ALDH1L1/FOLH1
Down-regulated,GO:0009308,amine metabolic process,35/2156,118/16344,2.0448854385934025e-6,1.6296600898123534e-4,AZIN1/NR1H4/PARK7/DHPS/GDE1/AFMID/HNMT/PAOX/MAOB/DDC/NPR1/KYNU/SLC22A3/VCAM1/SLC1A1/PAH/GCH1/DMGDH/ABAT/MAOA/ALDH2/ALDH7A1/NAPEPLD/HPRT1/ACMSD/SULT1A2/SAT2/SULT1A1/DRD1/GCDH/BHMT/HAAO/NAAA/RTL4/CYP1A1
Down-regulated,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",20/2156,50/16344,2.0887986820591745e-6,1.6418529914596634e-4,NDUFV2/NDUFA1/NDUFB5/NDUFB6/PARK7/ND4/NDUFA6/NDUFA5/NDUFS3/NDUFS4/NDUFB4/NDUFB1/NDUFA2/NDUFC2/NDUFB10/NDUFB8/ND4L/NDUFB7/NDUFB9/ND3
Down-regulated,GO:0006081,cellular aldehyde metabolic process,23/2156,63/16344,2.409678514066605e-6,1.868477745096511e-4,RDH10/ESD/AKR7A2/ALDH8A1/PARK7/ALDH9A1/BMP6/IDH1/HYI/HAGH/ALDH3A2/GLO1/DHRS4/AGXT/DHRS4L2/AKR1C1/GRHPR/ALDH2/ALDH7A1/GLYCTK/ADH4/HOGA1/CACNA1H
